Reaction.Type,y,I,day
2,0,775,70.77894499
2,0,774,70.78069622
1,1,773,70.78211703
2,0,774,70.79206948
1,1,773,70.79368263
1,1,774,70.79439346
1,1,775,70.79718585
2,0,776,70.79953746
1,1,775,70.80041302
2,0,776,70.80124339
1,1,775,70.80190332
1,1,776,70.81355384
2,0,777,70.8136863
2,0,776,70.81383679
2,0,775,70.81507994
1,1,774,70.81645418
1,1,775,70.82112727
2,0,776,70.82266807
2,0,775,70.82493509
2,0,774,70.83034271
2,0,773,70.83036002
1,1,772,70.83043243
2,0,773,70.83311435
2,0,772,70.8381693
2,0,771,70.8419653
1,1,770,70.84967728
2,0,771,70.85003719
2,0,770,70.85229282
2,0,769,70.85242867
1,1,768,70.8524455
2,0,769,70.85265837
2,0,768,70.85676151
1,1,767,70.85814724
2,0,768,70.86485494
1,1,767,70.86863247
1,1,768,70.86913472
2,0,769,70.87013881
2,0,768,70.87596221
1,1,767,70.878549
2,0,768,70.87878396
2,0,767,70.88108093
2,0,766,70.88406831
2,0,765,70.88776194
2,0,764,70.88782077
1,1,763,70.88799119
1,1,764,70.89598612
2,0,765,70.89634662
1,1,764,70.89981675
1,1,765,70.90564661
1,1,766,70.90796715
1,1,767,70.91183955
2,0,768,70.91207823
2,0,767,70.91756715
2,0,766,70.91848721
1,1,765,70.91918455
2,0,766,70.92606364
2,0,765,70.92755139
2,0,764,70.92815519
1,1,763,70.93075839
1,1,764,70.93119801
2,0,765,70.9317312
2,0,764,70.9323381
2,0,763,70.93278047
2,0,762,70.93523093
1,1,761,70.93707561
2,0,762,70.94085364
1,1,761,70.94128308
1,1,762,70.9440123
2,0,763,70.94431407
2,0,762,70.94433904
2,0,761,70.94499972
2,0,760,70.94833632
1,1,759,70.9488742
1,1,760,70.95360915
2,0,761,70.95407962
2,0,760,70.95619076
2,0,759,70.95714863
1,1,758,70.96163662
1,1,759,70.96339169
2,0,760,70.96975598
2,0,759,70.97066801
2,0,758,70.97253574
2,0,757,70.97303872
2,0,756,70.97771568
1,1,755,70.97934993
2,0,756,70.98089015
1,1,755,70.98190846
1,1,756,70.98565867
2,0,757,70.98598595
2,0,756,70.98661853
1,1,755,70.98870451
2,0,756,70.99050422
1,1,755,70.99063975
1,1,756,70.9909969
1,1,757,70.99201178
2,0,758,70.99546293
2,0,757,70.99886108
2,0,756,70.9990834
1,1,755,70.99951987
2,0,756,71.00524241
1,1,755,71.00724038
2,0,756,71.00740868
2,0,755,71.00988453
1,1,754,71.00993035
1,1,755,71.01322215
1,1,756,71.01423612
1,1,757,71.02163872
1,1,758,71.02254319
2,0,759,71.02255826
2,0,758,71.02485433
2,0,757,71.02513079
1,1,756,71.0251951
2,0,757,71.02542005
2,0,756,71.02878546
2,0,755,71.03042451
2,0,754,71.03117613
1,1,753,71.03552012
2,0,754,71.03924833
2,0,753,71.03961825
1,1,752,71.04122275
2,0,753,71.05645722
2,0,752,71.05776977
1,1,751,71.06339559
1,1,752,71.06497059
1,1,753,71.06604084
1,1,754,71.07670217
1,1,755,71.08792771
2,0,756,71.08797225
2,0,755,71.08928635
2,0,754,71.09155442
2,0,753,71.09505333
2,0,752,71.09938829
1,1,751,71.09986417
2,0,752,71.10410626
2,0,751,71.11134836
1,1,750,71.11551704
1,1,751,71.11865179
1,1,752,71.11867158
2,0,753,71.11986824
2,0,752,71.12042492
2,0,751,71.12133837
2,0,750,71.13508295
1,1,749,71.13810181
2,0,750,71.13874284
2,0,749,71.13960168
2,0,748,71.14543065
1,1,747,71.15200103
1,1,748,71.15331429
2,0,749,71.15458223
2,0,748,71.15628681
2,0,747,71.16467741
2,0,746,71.16639134
2,0,745,71.16896673
1,1,744,71.18006422
1,1,745,71.18306405
2,0,746,71.18528238
2,0,745,71.18890737
1,1,744,71.19071121
2,0,745,71.19209175
1,1,744,71.19243977
1,1,745,71.19425586
1,1,746,71.19574295
2,0,747,71.19961945
1,1,746,71.20083566
2,0,747,71.20583415
2,0,746,71.20841662
2,0,745,71.2105622
1,1,744,71.21555128
1,1,745,71.21948396
1,1,746,71.22073185
1,1,747,71.22284565
2,0,748,71.22458982
2,0,747,71.22699146
1,1,746,71.22815486
2,0,747,71.23977681
1,1,746,71.24558183
2,0,747,71.2543966
2,0,746,71.25566482
1,1,745,71.25757948
2,0,746,71.26112872
2,0,745,71.26129528
1,1,744,71.2628823
1,1,745,71.26818051
1,1,746,71.27409327
2,0,747,71.27778963
2,0,746,71.28543891
1,1,745,71.28585518
1,1,746,71.29014854
2,0,747,71.29438017
1,1,746,71.29704635
2,0,747,71.29837013
2,0,746,71.30000459
2,0,745,71.31361855
1,1,744,71.31597753
2,0,745,71.31915476
2,0,744,71.31949193
2,0,743,71.32684252
2,0,742,71.32720793
1,1,741,71.32987821
1,1,742,71.33073398
2,0,743,71.33407317
2,0,742,71.33857699
1,1,741,71.34156033
1,1,742,71.3429178
1,1,743,71.34872907
1,1,744,71.35010752
1,1,745,71.35151017
2,0,746,71.35721587
1,1,745,71.36040992
2,0,746,71.36100769
1,1,745,71.36361062
2,0,746,71.36413327
1,1,745,71.36825526
1,1,746,71.36992704
1,1,747,71.37404928
1,1,748,71.37972264
2,0,749,71.38400111
2,0,748,71.40258466
1,1,747,71.40439746
2,0,748,71.40790831
1,1,747,71.40919209
2,0,748,71.41227996
1,1,747,71.41280305
1,1,748,71.41871945
2,0,749,71.42184312
1,1,748,71.42295965
2,0,749,71.42699319
2,0,748,71.42736568
2,0,747,71.42857042
2,0,746,71.43271592
1,1,745,71.43540629
1,1,746,71.43621244
1,1,747,71.43967518
2,0,748,71.44497292
1,1,747,71.45030206
2,0,748,71.45966137
2,0,747,71.46382593
2,0,746,71.46695363
2,0,745,71.46796375
1,1,744,71.46845098
2,0,745,71.46903338
1,1,744,71.47398271
1,1,745,71.48419695
2,0,746,71.48609735
2,0,745,71.4876278
1,1,744,71.49360469
1,1,745,71.4992117
1,1,746,71.50075598
2,0,747,71.50162037
1,1,746,71.50320525
2,0,747,71.50676175
1,1,746,71.50840293
2,0,747,71.50926226
1,1,746,71.51025704
2,0,747,71.51195759
2,0,746,71.51503805
2,0,745,71.51832079
1,1,744,71.51947342
1,1,745,71.52315537
2,0,746,71.52426351
2,0,745,71.52610074
1,1,744,71.53066303
2,0,745,71.53283509
1,1,744,71.53949319
1,1,745,71.5506013
1,1,746,71.5511213
2,0,747,71.55195401
2,0,746,71.55634515
1,1,745,71.55649342
2,0,746,71.55757393
1,1,745,71.5582103
2,0,746,71.55874386
2,0,745,71.5610973
2,0,744,71.56372422
1,1,743,71.56699369
1,1,744,71.57019903
2,0,745,71.5725663
2,0,744,71.5738804
1,1,743,71.57472958
1,1,744,71.57533592
1,1,745,71.57580841
2,0,746,71.5799731
1,1,745,71.58925883
2,0,746,71.58999212
2,0,745,71.59473102
2,0,744,71.59655099
1,1,743,71.60219472
1,1,744,71.60288776
2,0,745,71.60340096
2,0,744,71.60633621
2,0,743,71.61086916
1,1,742,71.61353518
2,0,743,71.61476352
1,1,742,71.61507455
2,0,743,71.61805178
1,1,742,71.61899152
2,0,743,71.62329599
2,0,742,71.62466417
2,0,741,71.62817289
1,1,740,71.63066604
2,0,741,71.63532514
2,0,740,71.63614159
2,0,739,71.63660203
2,0,738,71.63824151
2,0,737,71.63930698
1,1,736,71.64729501
1,1,737,71.65422966
2,0,738,71.66230211
2,0,737,71.66871966
2,0,736,71.67002955
1,1,735,71.67217625
1,1,736,71.68027822
2,0,737,71.68180969
1,1,736,71.68364895
2,0,737,71.69887644
1,1,736,71.69916624
1,1,737,71.7015655
1,1,738,71.70956162
2,0,739,71.71475464
2,0,738,71.71547773
1,1,737,71.71918229
2,0,738,71.72159261
1,1,737,71.72451851
1,1,738,71.72556014
1,1,739,71.72787691
1,1,740,71.72975611
2,0,741,71.73261508
2,0,740,71.73738687
1,1,739,71.73833128
2,0,740,71.74014037
1,1,739,71.74273712
2,0,740,71.74749877
1,1,739,71.74795814
2,0,740,71.74934439
1,1,739,71.7498722
1,1,740,71.76004188
1,1,741,71.76286826
2,0,742,71.76718872
2,0,741,71.76825091
2,0,740,71.77253595
1,1,739,71.77679144
2,0,740,71.77868942
1,1,739,71.77977375
1,1,740,71.78116222
1,1,741,71.78490884
2,0,742,71.78635042
1,1,741,71.7895445
1,1,742,71.79703191
2,0,743,71.79820079
1,1,742,71.8000597
2,0,743,71.80196938
1,1,742,71.80301522
2,0,743,71.80528481
1,1,742,71.81307834
2,0,743,71.81348918
1,1,742,71.81435847
1,1,743,71.81915964
2,0,744,71.82211028
2,0,743,71.8258019
1,1,742,71.82844257
1,1,743,71.82963554
1,1,744,71.83757258
1,1,745,71.83961618
2,0,746,71.84390625
2,0,745,71.84809797
1,1,744,71.84824993
1,1,745,71.85078455
2,0,746,71.85114693
2,0,745,71.85394767
1,1,744,71.85594602
2,0,745,71.85654343
2,0,744,71.85913728
1,1,743,71.86076709
1,1,744,71.86198804
2,0,745,71.86555014
2,0,744,71.86780771
2,0,743,71.86859818
1,1,742,71.86946223
2,0,743,71.86961176
2,0,742,71.87238464
2,0,741,71.87239537
2,0,740,71.87273012
2,0,739,71.87647531
2,0,738,71.87662011
2,0,737,71.88068854
1,1,736,71.88083835
2,0,737,71.88781679
2,0,736,71.89074246
1,1,735,71.89083362
2,0,736,71.90063012
2,0,735,71.90166056
1,1,734,71.90219011
2,0,735,71.90634823
2,0,734,71.90917782
2,0,733,71.91027142
2,0,732,71.91151302
1,1,731,71.91412619
2,0,732,71.91769089
1,1,731,71.92066045
2,0,732,71.92182735
1,1,731,71.92932285
2,0,732,71.93230096
1,1,731,71.93318605
2,0,732,71.93429845
2,0,731,71.94013342
2,0,730,71.94191957
2,0,729,71.94431918
2,0,728,71.94875626
1,1,727,71.94918472
2,0,728,71.95777057
2,0,727,71.96435391
1,1,726,71.96443432
2,0,727,71.9646186
2,0,726,71.96562401
2,0,725,71.96923607
2,0,724,71.97227223
2,0,723,71.97743713
2,0,722,71.98204901
2,0,721,71.98247189
2,0,720,71.98294053
2,0,719,71.9840569
1,1,718,71.98693381
1,1,719,71.98826902
1,1,720,71.98968625
2,0,721,71.99004096
1,1,720,71.9914777
1,1,721,71.99331214
2,0,722,71.99331815
1,1,721,71.99515718
2,0,722,72.00426952
1,1,721,72.006365
2,0,722,72.00822556
2,0,721,72.00907779
1,1,720,72.01168256
2,0,721,72.01283162
2,0,720,72.01346455
2,0,719,72.01475642
2,0,718,72.01702193
2,0,717,72.02107349
2,0,716,72.02576165
1,1,715,72.02962476
1,1,716,72.03044598
1,1,717,72.03342724
1,1,718,72.03669334
1,1,719,72.03867421
2,0,720,72.04838075
1,1,719,72.05059832
1,1,720,72.05080392
2,0,721,72.05153686
2,0,720,72.06185382
2,0,719,72.06653939
2,0,718,72.06818616
1,1,717,72.08148749
2,0,718,72.08408961
1,1,717,72.08422677
1,1,718,72.09709938
2,0,719,72.09846499
1,1,718,72.10656862
1,1,719,72.11019689
2,0,720,72.11205457
2,0,719,72.11838681
2,0,718,72.11848558
2,0,717,72.11995292
1,1,716,72.12139793
2,0,717,72.12408975
2,0,716,72.12441956
1,1,715,72.13057841
2,0,716,72.13392267
2,0,715,72.13791374
1,1,714,72.13839794
2,0,715,72.14471857
2,0,714,72.14487612
2,0,713,72.15133451
2,0,712,72.1543993
2,0,711,72.16233958
1,1,710,72.16261183
2,0,711,72.16713931
2,0,710,72.16919087
2,0,709,72.16944199
1,1,708,72.1707618
2,0,709,72.17221298
2,0,708,72.17867824
1,1,707,72.18094188
2,0,708,72.18658317
1,1,707,72.18815776
1,1,708,72.18911525
2,0,709,72.18977544
2,0,708,72.19586786
2,0,707,72.19926871
1,1,706,72.20223446
1,1,707,72.20357442
2,0,708,72.20394938
1,1,707,72.2080836
2,0,708,72.20899016
1,1,707,72.20919562
2,0,708,72.21709848
1,1,707,72.21832378
2,0,708,72.21912412
1,1,707,72.2198809
1,1,708,72.2211278
1,1,709,72.22669587
2,0,710,72.23049388
2,0,709,72.23240523
2,0,708,72.2331136
1,1,707,72.23521595
2,0,708,72.24970627
2,0,707,72.25395774
2,0,706,72.25555019
1,1,705,72.2578923
1,1,706,72.26283872
1,1,707,72.26317622
2,0,708,72.26684497
2,0,707,72.27020607
2,0,706,72.27173122
1,1,705,72.27973655
2,0,706,72.28352365
2,0,705,72.28974811
1,1,704,72.29188222
1,1,705,72.29255775
2,0,706,72.29286018
2,0,705,72.2962569
2,0,704,72.29713136
1,1,703,72.29979593
1,1,704,72.31474055
2,0,705,72.32241955
2,0,704,72.32390629
2,0,703,72.32498473
2,0,702,72.3337077
1,1,701,72.33388978
1,1,702,72.33488268
1,1,703,72.34009613
2,0,704,72.34213375
2,0,703,72.34399997
2,0,702,72.348631
1,1,701,72.35044223
1,1,702,72.35393455
2,0,703,72.35554836
1,1,702,72.35777596
1,1,703,72.3582197
2,0,704,72.36714447
2,0,703,72.37145636
2,0,702,72.37553098
1,1,701,72.37719603
1,1,702,72.37808612
1,1,703,72.38106422
2,0,704,72.38210902
2,0,703,72.38656559
1,1,702,72.38713348
2,0,703,72.38762584
1,1,702,72.39015653
1,1,703,72.39455649
2,0,704,72.40055714
1,1,703,72.40132964
1,1,704,72.41273707
2,0,705,72.41279203
1,1,704,72.41922336
2,0,705,72.42561168
2,0,704,72.42831975
2,0,703,72.42969658
2,0,702,72.44257763
2,0,701,72.4427454
2,0,700,72.44928455
1,1,699,72.44962175
1,1,700,72.45130349
2,0,701,72.45543887
1,1,700,72.46050028
2,0,701,72.46063776
2,0,700,72.46299704
1,1,699,72.46633681
2,0,700,72.4680351
2,0,699,72.47286846
2,0,698,72.47787723
1,1,697,72.47805335
2,0,698,72.47877931
1,1,697,72.47936792
2,0,698,72.48066308
2,0,697,72.49230466
1,1,696,72.49266678
2,0,697,72.49903775
2,0,696,72.50251948
1,1,695,72.50641866
2,0,696,72.50979102
2,0,695,72.51244289
2,0,694,72.51795525
2,0,693,72.51895788
2,0,692,72.51931603
1,1,691,72.52237181
2,0,692,72.52553275
1,1,691,72.52883107
1,1,692,72.531129
2,0,693,72.53153884
2,0,692,72.53212116
1,1,691,72.53391605
2,0,692,72.53880811
2,0,691,72.53942607
1,1,690,72.54287219
1,1,691,72.54321379
2,0,692,72.54572662
1,1,691,72.54845408
1,1,692,72.55172497
2,0,693,72.55183744
1,1,692,72.55223503
2,0,693,72.55306502
2,0,692,72.55960656
1,1,691,72.56234483
2,0,692,72.56535548
2,0,691,72.57079683
1,1,690,72.5711589
1,1,691,72.57160732
2,0,692,72.57188433
2,0,691,72.57411712
2,0,690,72.57468587
2,0,689,72.57586324
1,1,688,72.57641656
2,0,689,72.5805783
1,1,688,72.58217163
2,0,689,72.59481121
1,1,688,72.59874267
2,0,689,72.60121396
2,0,688,72.60174566
1,1,687,72.60217908
1,1,688,72.60231373
2,0,689,72.60502443
1,1,688,72.60534252
1,1,689,72.60539912
1,1,690,72.60691298
1,1,691,72.60887775
2,0,692,72.6153636
1,1,691,72.61672641
1,1,692,72.62039422
2,0,693,72.62951154
2,0,692,72.62995652
1,1,691,72.63169876
2,0,692,72.63193135
2,0,691,72.64059987
2,0,690,72.64268539
1,1,689,72.64422593
1,1,690,72.64577558
1,1,691,72.6462953
1,1,692,72.64651778
1,1,693,72.65336998
1,1,694,72.65442709
2,0,695,72.66939478
1,1,694,72.66972556
2,0,695,72.67107317
2,0,694,72.67747185
2,0,693,72.68042882
1,1,692,72.68163053
2,0,693,72.68175234
1,1,692,72.68340122
2,0,693,72.68579574
1,1,692,72.68785549
2,0,693,72.69287838
1,1,692,72.69311066
2,0,693,72.69417383
2,0,692,72.69583205
1,1,691,72.69743312
2,0,692,72.69774509
2,0,691,72.6979968
1,1,690,72.69914172
2,0,691,72.70095557
1,1,690,72.7031628
1,1,691,72.70325088
1,1,692,72.70598598
1,1,693,72.70763179
2,0,694,72.7133245
2,0,693,72.71473034
2,0,692,72.71812333
2,0,691,72.71813551
2,0,690,72.71862947
1,1,689,72.71948799
1,1,690,72.71973017
1,1,691,72.72352015
2,0,692,72.72821963
2,0,691,72.73070982
1,1,690,72.73121713
2,0,691,72.73201253
1,1,690,72.73315193
2,0,691,72.73399265
2,0,690,72.73850188
2,0,689,72.73880074
1,1,688,72.741947
1,1,689,72.74739597
2,0,690,72.74969346
2,0,689,72.75004931
1,1,688,72.75729913
1,1,689,72.76137532
1,1,690,72.77253027
1,1,691,72.77576813
1,1,692,72.77677494
1,1,693,72.78002422
1,1,694,72.78084555
2,0,695,72.79119509
2,0,694,72.79255908
1,1,693,72.79406966
1,1,694,72.79760697
1,1,695,72.79884563
1,1,696,72.79962214
2,0,697,72.80172664
2,0,696,72.80839315
1,1,695,72.81068053
1,1,696,72.81109778
1,1,697,72.81712694
2,0,698,72.81961228
2,0,697,72.8221694
1,1,696,72.82643936
2,0,697,72.82701269
1,1,696,72.82773481
1,1,697,72.837595
2,0,698,72.84084622
1,1,697,72.8429937
2,0,698,72.84406093
1,1,697,72.84588975
1,1,698,72.84940222
2,0,699,72.85297019
2,0,698,72.85316005
2,0,697,72.8557607
1,1,696,72.85918377
1,1,697,72.86355417
1,1,698,72.87094166
1,1,699,72.87102439
2,0,700,72.87799471
2,0,699,72.8794827
2,0,698,72.8839156
2,0,697,72.8853538
1,1,696,72.88673103
2,0,697,72.89211627
2,0,696,72.8921426
1,1,695,72.89357283
1,1,696,72.89720601
1,1,697,72.89790274
2,0,698,72.89812164
2,0,697,72.89861544
2,0,696,72.89865607
2,0,695,72.90251544
1,1,694,72.90297943
2,0,695,72.91309795
2,0,694,72.91344221
2,0,693,72.91513425
1,1,692,72.91514457
1,1,693,72.91532374
1,1,694,72.91725323
2,0,695,72.91826562
2,0,694,72.9210188
1,1,693,72.93006305
2,0,694,72.93012719
1,1,693,72.94167616
2,0,694,72.94841759
2,0,693,72.94878927
2,0,692,72.9542172
1,1,691,72.96440497
2,0,692,72.96447403
2,0,691,72.96514643
2,0,690,72.96665882
1,1,689,72.97914609
2,0,690,72.9850076
2,0,689,72.98844594
1,1,688,72.99023572
1,1,689,72.9908778
1,1,690,72.99296808
1,1,691,72.99473917
2,0,692,72.99811639
2,0,691,73.00182277
2,0,690,73.00564899
1,1,689,73.00606922
2,0,690,73.00953386
2,0,689,73.01128225
1,1,688,73.01263013
2,0,689,73.01308065
2,0,688,73.01391747
1,1,687,73.01427817
1,1,688,73.01589939
2,0,689,73.01894567
1,1,688,73.02026224
2,0,689,73.02177011
2,0,688,73.02231575
2,0,687,73.02862815
2,0,686,73.0305806
2,0,685,73.03372104
2,0,684,73.03402295
2,0,683,73.04074441
1,1,682,73.04405066
1,1,683,73.04469505
2,0,684,73.05523666
1,1,683,73.05717493
2,0,684,73.05947015
2,0,683,73.05970069
2,0,682,73.06329198
2,0,681,73.06342705
2,0,680,73.07056106
2,0,679,73.07309848
2,0,678,73.07877654
2,0,677,73.08115201
1,1,676,73.08533848
2,0,677,73.08969532
2,0,676,73.09163764
2,0,675,73.09333315
2,0,674,73.09381047
1,1,673,73.09482894
1,1,674,73.10018043
2,0,675,73.10162452
2,0,674,73.10291535
1,1,673,73.10339369
1,1,674,73.1079298
2,0,675,73.11015593
2,0,674,73.11534236
1,1,673,73.12669588
2,0,674,73.12981143
2,0,673,73.1331327
1,1,672,73.1343516
2,0,673,73.13495279
2,0,672,73.13608676
2,0,671,73.13849096
2,0,670,73.14469666
2,0,669,73.14781072
2,0,668,73.14862104
1,1,667,73.15668101
1,1,668,73.15674917
1,1,669,73.15815845
1,1,670,73.163435
2,0,671,73.16375974
1,1,670,73.17985559
2,0,671,73.18161145
2,0,670,73.18300738
2,0,669,73.18456731
1,1,668,73.18560528
2,0,669,73.18692378
2,0,668,73.19150427
1,1,667,73.19181449
2,0,668,73.20233017
1,1,667,73.20388343
2,0,668,73.21005142
1,1,667,73.21080958
1,1,668,73.22397118
1,1,669,73.23161334
2,0,670,73.23273632
1,1,669,73.23494686
2,0,670,73.23753461
2,0,669,73.23943829
2,0,668,73.24413667
2,0,667,73.25866435
1,1,666,73.26004297
2,0,667,73.26357825
2,0,666,73.26523997
1,1,665,73.2674559
1,1,666,73.26803951
2,0,667,73.27712319
1,1,666,73.27753302
1,1,667,73.27884903
2,0,668,73.28921823
2,0,667,73.2913528
1,1,666,73.29204781
2,0,667,73.29608335
1,1,666,73.29807161
2,0,667,73.29909642
2,0,666,73.29949301
2,0,665,73.3007517
2,0,664,73.30096527
1,1,663,73.30584667
2,0,664,73.30861587
1,1,663,73.30995091
1,1,664,73.31058587
2,0,665,73.31252416
1,1,664,73.31750767
2,0,665,73.32750524
2,0,664,73.32797253
2,0,663,73.3321169
2,0,662,73.33844285
1,1,661,73.34017825
2,0,662,73.34022259
2,0,661,73.34101236
2,0,660,73.34198757
1,1,659,73.34293992
2,0,660,73.34351188
1,1,659,73.34393284
1,1,660,73.34415174
2,0,661,73.34888784
1,1,660,73.35662383
1,1,661,73.35748745
2,0,662,73.35926554
1,1,661,73.36368061
2,0,662,73.36789178
2,0,661,73.36924479
2,0,660,73.37108643
2,0,659,73.37635457
1,1,658,73.37663172
2,0,659,73.37759505
2,0,658,73.37988016
1,1,657,73.3828256
1,1,658,73.38537353
2,0,659,73.38601093
2,0,658,73.39139292
2,0,657,73.39225388
2,0,656,73.39589995
2,0,655,73.39639425
2,0,654,73.40885373
2,0,653,73.41259486
2,0,652,73.41512329
1,1,651,73.41889832
1,1,652,73.4244545
2,0,653,73.43491444
1,1,652,73.43710162
2,0,653,73.43761551
2,0,652,73.43935186
2,0,651,73.44237974
2,0,650,73.44699082
2,0,649,73.44869117
1,1,648,73.44891822
2,0,649,73.44910663
1,1,648,73.45013533
2,0,649,73.45495222
2,0,648,73.45596547
1,1,647,73.45796876
2,0,648,73.4732067
1,1,647,73.47636189
1,1,648,73.4770598
2,0,649,73.47748029
2,0,648,73.48090398
2,0,647,73.48361699
2,0,646,73.49121501
1,1,645,73.49305205
2,0,646,73.50956373
2,0,645,73.50975826
1,1,644,73.5102898
2,0,645,73.51183581
2,0,644,73.51237999
2,0,643,73.51380811
1,1,642,73.51827803
2,0,643,73.51850513
2,0,642,73.52342336
2,0,641,73.52853649
1,1,640,73.5288624
2,0,641,73.52974851
2,0,640,73.53350537
2,0,639,73.53357854
2,0,638,73.5373564
1,1,637,73.53807378
1,1,638,73.53818402
1,1,639,73.54045551
2,0,640,73.55611946
2,0,639,73.5576749
1,1,638,73.55925068
2,0,639,73.56564333
2,0,638,73.56762644
2,0,637,73.56868691
2,0,636,73.57447086
1,1,635,73.57532982
2,0,636,73.58152298
2,0,635,73.58185972
1,1,634,73.58338052
2,0,635,73.58381139
2,0,634,73.58655862
2,0,633,73.58825957
2,0,632,73.58913803
2,0,631,73.59265466
2,0,630,73.59421314
2,0,629,73.5946845
2,0,628,73.59510103
2,0,627,73.59670641
1,1,626,73.60097335
2,0,627,73.60580445
2,0,626,73.605877
2,0,625,73.60942404
2,0,624,73.61182348
1,1,623,73.61233846
2,0,624,73.62114268
1,1,623,73.62291564
1,1,624,73.62509757
1,1,625,73.62745273
2,0,626,73.62808812
2,0,625,73.62905559
2,0,624,73.63019205
1,1,623,73.63350562
1,1,624,73.63691892
2,0,625,73.63718982
1,1,624,73.63876666
2,0,625,73.64013181
1,1,624,73.64101618
2,0,625,73.64371882
2,0,624,73.64555302
2,0,623,73.65240411
1,1,622,73.65500332
2,0,623,73.65995364
2,0,622,73.6638382
2,0,621,73.66468932
2,0,620,73.66893194
1,1,619,73.67115941
2,0,620,73.67481943
1,1,619,73.67504139
1,1,620,73.67513827
2,0,621,73.67617968
1,1,620,73.67866797
2,0,621,73.68040638
1,1,620,73.68305107
1,1,621,73.6880345
1,1,622,73.68872924
1,1,623,73.69540292
1,1,624,73.69773581
2,0,625,73.69937818
1,1,624,73.70151287
2,0,625,73.70372495
1,1,624,73.70454628
1,1,625,73.70784693
2,0,626,73.71072766
1,1,625,73.71213251
1,1,626,73.71658332
1,1,627,73.71808232
2,0,628,73.7188598
2,0,627,73.71981325
2,0,626,73.72373603
2,0,625,73.73315148
2,0,624,73.74100579
2,0,623,73.74115287
2,0,622,73.74323608
2,0,621,73.7490544
1,1,620,73.75026671
2,0,621,73.75537671
2,0,620,73.75709101
2,0,619,73.76015097
1,1,618,73.76304182
2,0,619,73.76719733
1,1,618,73.76789875
1,1,619,73.76836415
2,0,620,73.77137892
2,0,619,73.77279841
2,0,618,73.7800352
1,1,617,73.78225151
1,1,618,73.79119632
2,0,619,73.79710202
1,1,618,73.79722615
2,0,619,73.80006879
2,0,618,73.800938
2,0,617,73.80182744
2,0,616,73.80362277
2,0,615,73.81020918
2,0,614,73.81089135
1,1,613,73.82188998
2,0,614,73.83406171
1,1,613,73.83619956
1,1,614,73.83748395
1,1,615,73.84029156
2,0,616,73.84275779
1,1,615,73.84771373
1,1,616,73.84788593
2,0,617,73.85106525
2,0,616,73.8511425
2,0,615,73.85129019
1,1,614,73.85249344
2,0,615,73.85624414
2,0,614,73.861375
2,0,613,73.86142192
2,0,612,73.86260677
2,0,611,73.86897849
2,0,610,73.87030851
2,0,609,73.87278717
2,0,608,73.8823996
2,0,607,73.8838835
2,0,606,73.8891771
1,1,605,73.89428304
2,0,606,73.89904446
1,1,605,73.90489221
1,1,606,73.90828971
1,1,607,73.91122614
2,0,608,73.91615099
1,1,607,73.91640751
2,0,608,73.91693629
2,0,607,73.91737325
2,0,606,73.91795254
1,1,605,73.92446707
2,0,606,73.92884143
2,0,605,73.92999845
1,1,604,73.93071676
2,0,605,73.93724083
2,0,604,73.93767911
1,1,603,73.93888463
2,0,604,73.94126192
2,0,603,73.95341267
1,1,602,73.95409483
2,0,603,73.95710971
2,0,602,73.96184275
2,0,601,73.9638694
2,0,600,73.96969655
1,1,599,73.97526212
1,1,600,73.97641881
1,1,601,73.97676273
2,0,602,73.97790911
1,1,601,73.98414586
1,1,602,73.98944861
2,0,603,73.98973528
2,0,602,73.99347007
1,1,601,73.99727158
2,0,602,73.99828938
2,0,601,74.00286247
2,0,600,74.00746839
2,0,599,74.00771601
2,0,598,74.01651313
2,0,597,74.01661827
1,1,596,74.0167815
1,1,597,74.01769
2,0,598,74.02018458
2,0,597,74.02085721
1,1,596,74.02197514
2,0,597,74.02987692
1,1,596,74.03895128
2,0,597,74.04588612
2,0,596,74.04647116
2,0,595,74.04898406
1,1,594,74.05348847
2,0,595,74.05817797
2,0,594,74.0613797
1,1,593,74.06490892
1,1,594,74.07592968
2,0,595,74.08179516
1,1,594,74.08188007
1,1,595,74.08599526
1,1,596,74.08866505
1,1,597,74.08970603
2,0,598,74.08985897
2,0,597,74.09465949
2,0,596,74.10490503
1,1,595,74.10756717
2,0,596,74.11126719
2,0,595,74.11128122
2,0,594,74.11674511
1,1,593,74.11721425
1,1,594,74.11899766
2,0,595,74.12470349
2,0,594,74.12656418
2,0,593,74.1300322
2,0,592,74.13150632
1,1,591,74.13661186
1,1,592,74.1397381
2,0,593,74.14296558
2,0,592,74.14313193
1,1,591,74.14618604
2,0,592,74.15229602
1,1,591,74.15345821
2,0,592,74.16089075
2,0,591,74.17001828
1,1,590,74.17093736
2,0,591,74.17120547
2,0,590,74.17363754
2,0,589,74.1743036
2,0,588,74.18024442
2,0,587,74.1844644
2,0,586,74.1853117
1,1,585,74.18880159
2,0,586,74.19034574
2,0,585,74.19119524
2,0,584,74.19307263
2,0,583,74.19476657
2,0,582,74.19715515
1,1,581,74.20053807
1,1,582,74.20462935
1,1,583,74.20670257
2,0,584,74.20822798
1,1,583,74.21270498
2,0,584,74.21278748
2,0,583,74.21315167
2,0,582,74.21361092
1,1,581,74.21502203
1,1,582,74.21741593
1,1,583,74.22003408
1,1,584,74.22484971
1,1,585,74.2259918
1,1,586,74.22717279
